transaction_id,date,libelle_brut,montant,merchant,payment_channel,transaction_type,recurring,income_flag,normalized_description
TXN001009,2026-01-22,DD *DELIVERY BEARDBURY,-397.62,Instacart,Card Online,Purchase,True,False,Instacart Delivery
TXN001010,2026-01-24,AMZ*GISUW5 91876,-88.26,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001011,2026-01-24,SP * SPOTIFY 39205,-63.13,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN001012,2026-01-25,EXPEDIA 9W1U9F USA,-349.52,Expedia,Card Online,Purchase,True,False,Expedia Flight
TXN001013,2026-01-29,ETSY INC 4F9BN3 96551,-266.54,Etsy,Card Online,Purchase,True,False,Etsy E-commerce
TXN001014,2026-01-30,ETSY INC C03J45 15709,-434.62,Etsy,Card Online,Purchase,True,False,Etsy E-commerce
TXN001015,2026-01-30,COMCAST GARCIAFORT NM,-64.1,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001016,2026-01-31,EBAY INC BIH9T5 USA,-353.06,eBay,Card Online,Purchase,False,False,eBay E-commerce
TXN001017,2026-01-31,DISNEY PLUS UK,-58.32,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN001018,2026-02-01,ETSY INC AUHZF3 53319,-499.94,Etsy,Card Online,Purchase,True,False,Etsy E-commerce
TXN001019,2026-02-02,LOWES SOUTH NY,-38.07,Unknown,Unknown,Unknown,False,False,Unknown
TXN001020,2026-02-02,IKEA HAYESMOUTH VI,-265.06,Unknown,Unknown,Unknown,False,False,Unknown
TXN001021,2026-02-03,LOWES STEPHENSONBURGH OK,-76.83,Unknown,Unknown,Unknown,False,False,Unknown
TXN001022,2026-02-03,DOORDASH NORTH,-231.57,DoorDash,Card Online,Purchase,False,False,DoorDash Delivery
TXN001023,2026-02-08,AIRBNB NORTH FR,-296.17,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001024,2026-02-08,NETFLIX.COM US,-66.97,Netflix,Card Online,Subscription,True,False,Netflix Streaming
TXN001025,2026-02-09,UBR CHRISTOPHERBOROUGH NY,-299.01,Uber,Card Online,Purchase,False,False,Uber Rideshare
TXN001026,2026-02-12,AUDIBLE MEMBERSHIP OCT,-87.0,Unknown,Unknown,Unknown,False,False,Unknown
TXN001027,2026-02-13,FIDELITY INVESTMENTS 0E805CFD,-291.4,Unknown,Unknown,Unknown,False,False,Unknown
TXN001028,2026-02-14,BOOKING.COM RPWODA,-435.78,Booking.com,Card Online,Purchase,True,False,Booking.com Accommodation
TXN001029,2026-02-15,T-MOBILE EAST KY,-59.43,Unknown,Unknown,Unknown,False,False,Unknown
TXN001030,2026-02-16,MCD #ZL4565,-263.9,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN001031,2026-02-16,WENDYS ADRIANHAVEN NC,-256.87,Unknown,Unknown,Unknown,False,False,Unknown
TXN001032,2026-02-18,XBOX GAME PASS 51193,-7.31,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN001033,2026-02-19,MORTGAGE PAYMENT CITIBANK JUN,-109.07,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001034,2026-02-19,SOUTHWEST AIR U4BDY8,-14.74,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN001035,2026-02-19,BOOKING.COM I9VDP2,-309.26,Booking.com,Card Online,Purchase,False,False,Booking.com Accommodation
TXN001036,2026-02-19,EBAY INC C88XPV USA,-387.17,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN001037,2026-02-20,MCDONALD'S NEW WA,-250.72,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN001038,2026-02-21,ACH DEPOSIT INDUSTRIES SALARY,4243.22,Employer,Transfer,Income,True,True,Employer Salary
TXN001039,2026-02-24,GRUBHUB PORT,-13.78,Grubhub,Card Online,Purchase,False,False,Grubhub Delivery
TXN001040,2026-02-25,LYFT EAST NY,-442.22,Lyft,Card Online,Purchase,False,False,Lyft Rideshare
TXN001041,2026-02-27,XBOX GAME PASS 18685,-126.69,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN001042,2026-02-27,BROWN MNTHLY OCT,-50.08,Unknown,Unknown,Unknown,False,False,Unknown
TXN001043,2026-03-01,PAYPAL TRANSFER 0E81B0B6 RECEIVED,5192.79,PayPal,Transfer,Transfer,False,False,PayPal P2P
TXN001044,2026-03-01,HBO MAX 48001 USA,-59.55,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN001045,2026-03-02,YOUTUBE PREMIUM 34736,-71.3,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN001046,2026-03-04,SHELL OIL CINDYHAVEN NH,-163.72,Shell,Card POS,Purchase,False,False,Shell Gas
TXN001047,2026-03-05,BOOKING.COM R4CM24,-296.21,Booking.com,Card Online,Purchase,True,False,Booking.com Accommodation
TXN001048,2026-03-06,PANERA EMILYSIDE AZ,-172.68,Unknown,Unknown,Unknown,False,False,Unknown
TXN001049,2026-03-09,EBAY INC EUY7ZT USA,-5.14,eBay,Card Online,Purchase,False,False,eBay E-commerce
TXN001050,2026-03-10,APPLE STORE LAKE OK,-321.19,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN001051,2026-03-11,JOHNSON MNTHLY JUN,-49.19,Unknown,Unknown,Unknown,False,False,Unknown
TXN001052,2026-03-12,AIRBNB GEORGECHESTER DE,-183.98,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001053,2026-03-14,WALGREENS WEST HI,-259.19,Walgreens,Card POS,Purchase,True,False,Walgreens Pharmacy
TXN001054,2026-03-16,AMZN*4RWQX5 89351 USA,-373.11,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001055,2026-03-17,BROWN RENT JUL,-12.9,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001056,2026-03-18,SERVICES CO PAYROLL APR,4331.67,Employer,Transfer,Income,True,True,Employer Salary
TXN001057,2026-03-18,LOWES WILCOXBURGH IN,-347.57,Unknown,Unknown,Unknown,False,False,Unknown
TXN001058,2026-03-20,WILLIAMS MNTHLY DEC,-119.9,Unknown,Unknown,Unknown,False,False,Unknown
TXN001059,2026-03-20,COMCAST EAST NM,-138.96,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001060,2026-03-21,TRANSFER TO SAVINGS 5FD754E5,-21.44,Wire Transfer,Transfer,Transfer,False,False,Wire Transfer Wire
TXN001061,2026-03-22,HOME DEPOT SOUTH MI,-118.62,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN001062,2026-03-23,BOOKING.COM APZ1ZR,-209.56,Booking.com,Card Online,Purchase,True,False,Booking.com Accommodation
TXN001063,2026-03-23,HOME DEPOT KIMBURGH DC,-140.33,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN001064,2026-03-23,GOLDS GYM WALLACEBERG WY,-63.66,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001065,2026-03-23,AIRBNB BROWNBERG DE,-175.19,Airbnb,Card Online,Purchase,True,False,Airbnb Accommodation
TXN001066,2026-03-24,VNM *HARRISON,5920.02,Unknown,Unknown,Credit,False,False,Unknown
TXN001067,2026-03-24,SP MUSIC 58788,-107.99,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN001068,2026-03-24,MORTGAGE PAYMENT US BANK OCT,-78.21,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001069,2026-03-25,APPLE STORE ZOEPORT PR,-192.57,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001070,2026-03-25,EXPEDIA 8A9F6E USA,-25.56,Expedia,Card Online,Purchase,False,False,Expedia Flight
TXN001071,2026-03-25,STEAM GAMES YKL3VJ,-346.81,Steam,Card Online,Purchase,True,False,Steam Gaming
TXN001072,2026-03-25,ETSY INC 4JUAUO 17987,-116.55,Etsy,Card Online,Purchase,False,False,Etsy E-commerce
TXN001073,2026-03-25,APPLE STORE LIBOROUGH AR,-232.9,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001074,2026-03-25,APPLE STORE WAGNERSTAD IN,-431.76,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN001075,2026-03-26,DISNEY PLUS US,-65.83,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN001076,2026-03-29,UE *FOOD LAKE,-17.76,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN001077,2026-04-01,AIRBNB HOLLOWAYLAND IE,-18.1,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001078,2026-04-03,T-MOBILE PORT SC,-104.73,Unknown,Unknown,Unknown,False,False,Unknown
TXN001079,2026-04-06,WILLIAMS MNTHLY MAR,-114.92,Unknown,Unknown,Unknown,False,False,Unknown
TXN001080,2026-04-06,ETSY INC GFWJS2 13007,-176.69,Etsy,Card Online,Purchase,False,False,Etsy E-commerce
TXN001081,2026-04-07,AT&T PAYMENT 87632,-60.38,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001082,2026-04-07,T-MOBILE NORTH CO,-83.19,Unknown,Unknown,Unknown,False,False,Unknown
TXN001083,2026-04-10,WILLIAMS MNTHLY MAY,-85.09,Unknown,Unknown,Unknown,False,False,Unknown
TXN001084,2026-04-10,HLU *STREAM 34909,-14.01,Hulu,Card Online,Subscription,True,False,Hulu Streaming
TXN001085,2026-04-11,T-MOBILE EAST PW,-14.62,Unknown,Unknown,Unknown,False,False,Unknown
TXN001086,2026-04-11,TRANSFER TO SAVINGS C9591A77,-129.9,Wire Transfer,Transfer,Transfer,False,False,Wire Transfer Wire
TXN001087,2026-04-11,CON EDISON 91539,-134.41,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001088,2026-04-11,CAR LOAN PAYMENT BANK OF AMERICA NOV,-148.57,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN001089,2026-04-11,CON EDISON 60563,-68.92,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001090,2026-04-12,SUBWAY WEST MT,-8.99,Walmart,Card POS,Purchase,False,False,Walmart Supermarket
TXN001091,2026-04-13,IKEA CABRERAFURT MH,-367.64,Unknown,Unknown,Unknown,False,False,Unknown
TXN001092,2026-04-15,MORTGAGE PAYMENT US BANK JAN,-130.78,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001093,2026-04-16,BEST BUY MCKAYBERG SC,-67.05,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN001094,2026-04-17,ACH DEPOSIT INDUSTRIES SALARY,5695.51,Employer,Transfer,Income,True,True,Employer Salary
TXN001095,2026-04-18,PLAYSTATION 10814 USA,-47.95,PlayStation,Card Online,Subscription,True,False,PlayStation Gaming
TXN001096,2026-04-19,MORTGAGE PAYMENT WELLS FARGO JUL,-56.19,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001097,2026-04-22,SOUTHWEST AIR A3AVOA,-84.02,Delta Airlines,Card Online,Purchase,False,False,Delta Airlines Flight
TXN001098,2026-04-22,SMITH MNTHLY APR,-52.12,Unknown,Unknown,Unknown,False,False,Unknown
TXN001099,2026-04-23,BOOKING.COM CIQW33,-208.05,Booking.com,Card Online,Purchase,True,False,Booking.com Accommodation
TXN001100,2026-04-24,DD *DELIVERY MORALESMOUTH,-282.18,Instacart,Card Online,Purchase,False,False,Instacart Delivery
TXN001101,2026-04-24,APPLE STORE NATHANMOUTH MI,-112.35,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001102,2026-04-25,WALGREENS WEST SD,-227.42,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001103,2026-04-25,CAR LOAN PAYMENT US BANK JAN,-128.37,Bank,Transfer,Direct Debit,True,False,Bank Car Loan
TXN001104,2026-04-25,BROWN MNTHLY OCT,-58.02,Unknown,Unknown,Unknown,False,False,Unknown
TXN001105,2026-04-26,BOOKING.COM 2WYYLB,-8.26,Booking.com,Card Online,Purchase,False,False,Booking.com Accommodation
TXN001106,2026-04-26,ACH DEPOSIT TECH CORP SALARY,5796.81,Employer,Transfer,Income,True,True,Employer Salary
TXN001107,2026-04-29,LOWES WEST AK,-59.6,Unknown,Unknown,Unknown,False,False,Unknown
TXN001108,2026-04-30,AMAZN 36310 USA,-155.56,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001109,2026-05-01,CHEVRON JENNIFERFORT VI,-321.57,Unknown,Unknown,Unknown,False,False,Unknown
TXN001110,2026-05-01,AMZ*EP00BC 13498,-302.32,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001111,2026-05-02,BOOKING.COM O2VQI1,-28.87,Booking.com,Card Online,Purchase,False,False,Booking.com Accommodation
TXN001112,2026-05-02,GRUBHUB NORTH,-490.61,Grubhub,Card Online,Purchase,False,False,Grubhub Delivery
TXN001113,2026-05-03,MORTGAGE PAYMENT CITIBANK FEB,-91.9,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001114,2026-05-03,LOWES FLETCHERTOWN OR,-303.83,Unknown,Unknown,Unknown,False,False,Unknown
TXN001115,2026-05-03,RENT PAYMENT FEB BROWN,-5.86,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001116,2026-05-04,IKEA EVELYNSHIRE CT,-336.4,Unknown,Unknown,Unknown,False,False,Unknown
TXN001117,2026-05-04,RENT PAYMENT NOV WILLIAMS,-120.78,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001118,2026-05-05,FIDELITY INVESTMENTS 7A427655,-156.02,Unknown,Unknown,Unknown,False,False,Unknown
TXN001119,2026-05-06,COMCAST GRAHAMMOUTH AS,-13.0,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001120,2026-05-07,DOORDASH MARTINEZTOWN,-488.78,DoorDash,Card Online,Purchase,True,False,DoorDash Delivery
TXN001121,2026-05-08,MORTGAGE PAYMENT BANK OF AMERICA SEP,-136.43,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001122,2026-05-09,SHELL OIL ROLLINSTON CO,-272.88,Shell,Card POS,Purchase,False,False,Shell Gas
TXN001123,2026-05-09,AT&T PAYMENT 31421,-105.08,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001124,2026-05-10,AIRBNB LAKE UK,-131.23,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001125,2026-05-12,CON EDISON 58445,-47.54,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001126,2026-05-15,LOWES KNIGHTPORT ID,-475.53,Unknown,Unknown,Unknown,False,False,Unknown
TXN001127,2026-05-20,EBAY INC ZUBOUN USA,-457.14,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN001128,2026-05-23,COMCAST PORT AK,-83.66,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001129,2026-05-23,UNITED AIR BJ691S,-327.37,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN001130,2026-05-24,DISNEY PLUS DE,-110.49,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN001131,2026-05-25,SOLUTIONS LLC SAL MAR,3756.05,Unknown,Unknown,Credit,False,False,Unknown
TXN001132,2026-05-27,DIRECT DEP GLOBAL INC PAYROLL,4038.43,Employer,Transfer,Income,True,True,Employer Salary
TXN001133,2026-05-28,AIRBNB SOUTH FR,-108.31,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001134,2026-05-29,EXPEDIA YVQPG1 USA,-145.38,Expedia,Card Online,Purchase,False,False,Expedia Flight
TXN001135,2026-05-30,AMZN*AXVMYV 33857 USA,-152.78,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001136,2026-05-31,FIDELITY INVESTMENTS F7885AD1,-307.38,Unknown,Unknown,Unknown,False,False,Unknown
TXN001137,2026-06-03,APPLE.COM/BILL 72015,-133.42,Apple,Card Online,Subscription,True,False,Apple Apps
TXN001138,2026-06-04,LA FITNESS NORTH ND,-143.26,Planet Fitness,Card POS,Subscription,True,False,Planet Fitness Gym
TXN001139,2026-06-05,GLOBAL INC SAL MAY,4464.91,Unknown,Unknown,Credit,False,False,Unknown
TXN001140,2026-06-05,BOOKING.COM 4SZZKC,-164.49,Booking.com,Card Online,Purchase,False,False,Booking.com Accommodation
TXN001141,2026-06-05,AMZN*7IPL11 10303 USA,-5.53,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001142,2026-06-06,EBAY INC JDQNBZ USA,-151.58,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN001143,2026-06-08,AMAZON MARKETPLACE 39687,-391.77,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001144,2026-06-08,XBOX GAME PASS 11891,-73.49,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN001145,2026-06-09,T-MOBILE PARRISHTOWN IL,-94.55,Unknown,Unknown,Unknown,False,False,Unknown
TXN001146,2026-06-09,APPLE STORE LAKE IL,-369.71,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN001147,2026-06-10,JONES MNTHLY JAN,-19.16,Unknown,Unknown,Unknown,False,False,Unknown
TXN001148,2026-06-10,LOWES PEARSONBURGH ME,-252.29,Unknown,Unknown,Unknown,False,False,Unknown
TXN001149,2026-06-12,EXPEDIA B70GV9 USA,-314.92,Expedia,Card Online,Purchase,False,False,Expedia Flight
TXN001150,2026-06-17,AT&T PAYMENT 65889,-27.43,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001151,2026-06-17,BEST BUY MICHAELBURY MO,-224.58,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN001152,2026-06-17,FIDELITY INVESTMENTS F0FB7B27,-333.77,Unknown,Unknown,Unknown,False,False,Unknown
TXN001153,2026-06-18,LOWES SOUTH CO,-462.95,Unknown,Unknown,Unknown,False,False,Unknown
TXN001154,2026-06-18,MORTGAGE PAYMENT US BANK JUL,-36.68,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001155,2026-06-19,WALGREENS HARDINGMOUTH MS,-12.42,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001156,2026-06-20,BROWN RENT AUG,-79.87,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001157,2026-06-24,AIRBNB SOUTH US,-463.29,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001158,2026-06-26,IKEA JOHNSHIRE FM,-461.39,Unknown,Unknown,Unknown,False,False,Unknown
TXN001159,2026-06-27,EBAY INC 0T4G61 USA,-155.07,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN001160,2026-06-29,BROWN MNTHLY DEC,-92.12,Unknown,Unknown,Unknown,False,False,Unknown
TXN001161,2026-06-30,SMITH MNTHLY FEB,-148.31,Bank,Transfer,Fee,True,False,Bank Monthly Fee
TXN001162,2026-06-30,EXXON SOUTH NM,-208.69,Unknown,Unknown,Unknown,False,False,Unknown
TXN001163,2026-06-30,APPLE STORE KENNETHBURY WY,-146.0,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN001164,2026-07-02,PAYPAL TRANSFER 6E784881 RECEIVED,3870.07,PayPal,Transfer,Transfer,False,False,PayPal P2P
TXN001165,2026-07-03,CON EDISON 77966,-55.53,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001166,2026-07-04,SUBWAY NORTH WA,-197.74,Unknown,Unknown,Unknown,False,False,Unknown
TXN001167,2026-07-04,DOORDASH PORT,-16.5,DoorDash,Card Online,Purchase,False,False,DoorDash Delivery
TXN001168,2026-07-05,PAYPAL TRANSFER 89348D5E RECEIVED,5154.0,PayPal,Transfer,Transfer,False,False,PayPal P2P
TXN001169,2026-07-06,AIRBNB JAMESSHIRE FR,-48.82,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001170,2026-07-06,DUNKIN SMITHMOUTH AR,-138.35,Unknown,Unknown,Unknown,False,False,Unknown
TXN001171,2026-07-06,SP MUSIC 46111,-149.24,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN001172,2026-07-08,DUNKIN BRIANBURY OK,-486.23,Unknown,Unknown,Unknown,False,False,Unknown
TXN001173,2026-07-10,AMAZN 74049 USA,-493.64,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001174,2026-07-13,WALGREENS ANTHONYFORT VI,-157.09,Walgreens,Card POS,Purchase,True,False,Walgreens Pharmacy
TXN001175,2026-07-16,AIRBNB ASHLEYBURY UK,-222.86,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001176,2026-07-18,AIRBNB EAST UK,-219.93,Airbnb,Card Online,Purchase,True,False,Airbnb Accommodation
TXN001177,2026-07-19,AIRBNB JENKINSBURGH FR,-342.17,Airbnb,Card Online,Purchase,False,False,Airbnb Accommodation
TXN001178,2026-07-19,JONES MNTHLY JUN,-55.14,Unknown,Unknown,Unknown,False,False,Unknown
TXN001179,2026-07-19,CON EDISON 13381,-12.24,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001180,2026-07-21,DISNEY PLUS FR,-106.48,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN001181,2026-07-21,GRUBHUB PORT,-364.44,Grubhub,Card Online,Purchase,False,False,Grubhub Delivery
TXN001182,2026-07-21,BROWN MNTHLY AUG,-114.34,Unknown,Unknown,Unknown,False,False,Unknown
TXN001183,2026-07-21,BOOKING.COM R46TK6,-203.98,Booking.com,Card Online,Purchase,True,False,Booking.com Accommodation
TXN001184,2026-07-22,CHEVRON JACOBMOUTH VT,-156.07,Unknown,Unknown,Unknown,False,False,Unknown
TXN001185,2026-07-24,BOOKING.COM VBQOET,-173.1,Booking.com,Card Online,Purchase,True,False,Booking.com Accommodation
TXN001186,2026-07-24,APPLE.COM/BILL 39789,-75.01,Apple,Card Online,Subscription,True,False,Apple Apps
TXN001187,2026-07-24,AIRBNB NORTH UK,-451.77,Airbnb,Card Online,Purchase,True,False,Airbnb Accommodation
TXN001188,2026-07-27,HOME DEPOT WHITEBOROUGH WA,-366.62,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN001189,2026-07-27,BROWN RENT MAR,-54.06,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001190,2026-07-28,SMITH MNTHLY JAN,-142.85,Unknown,Unknown,Unknown,False,False,Unknown
TXN001191,2026-08-01,SMITH MNTHLY JUN,-64.15,Unknown,Unknown,Unknown,False,False,Unknown
TXN001192,2026-08-01,CON EDISON 93355,-106.18,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001193,2026-08-01,JONES MNTHLY JAN,-18.44,Unknown,Unknown,Unknown,False,False,Unknown
TXN001194,2026-08-02,SP MUSIC 48821,-93.04,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN001195,2026-08-03,AMZN*LS54FR 64486 USA,-116.44,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001196,2026-08-05,DELTA AIR HNXM0F,-265.02,Delta Airlines,Card Online,Purchase,True,False,Delta Airlines Flight
TXN001197,2026-08-05,HULU 30174 USA,-129.3,Hulu,Card Online,Subscription,True,False,Hulu Streaming
TXN001198,2026-08-05,STEAM GAMES FDD39G,-322.18,Steam,Card Online,Purchase,True,False,Steam Gaming
TXN001199,2026-08-05,APPLE STORE NEW PR,-239.05,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001200,2025-08-05,MORTGAGE PAYMENT CITIBANK AUG,-58.21,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001201,2025-08-05,CON EDISON 67988,-64.68,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001202,2025-08-06,EQUINOX EAST KS,-128.78,Unknown,Unknown,Unknown,False,False,Unknown
TXN001203,2025-08-06,DUNKIN STRONGPORT MD,-284.45,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN001204,2025-08-07,COMCAST NEW PR,-133.0,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001205,2025-08-10,AMAZN 82812 USA,-449.92,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001206,2025-08-12,HOME DEPOT MICHAELLAND WV,-91.6,Shell,Card POS,Purchase,False,False,Shell Gas
TXN001207,2025-08-12,AT&T PAYMENT 79063,-80.53,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001208,2025-08-12,GRUBHUB NEW,-429.99,Grubhub,Card Online,Purchase,False,False,Grubhub Delivery
TXN001209,2025-08-12,GOLDS GYM PORT WV,-41.95,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001210,2025-08-13,GOLDS GYM EAST FL,-130.69,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001211,2025-08-13,RENT PAYMENT JUN BROWN,-86.57,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001212,2025-08-14,APPLE STORE BLAKESHIRE DE,-87.28,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001213,2025-08-14,CON EDISON 40726,-149.28,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001214,2025-08-15,COMCAST PORT WY,-31.69,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001215,2025-08-16,VENMO *RILEY,2218.82,Venmo,Transfer,Income,False,True,Venmo Freelance
TXN001216,2025-08-16,T-MOBILE ANDREWSIDE TX,-74.67,Unknown,Unknown,Unknown,False,False,Unknown
TXN001217,2025-08-16,CVS PHARMACY SOUTH KY,-342.52,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN001218,2025-08-16,GOLDS GYM DAVIDCHESTER CA,-32.82,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001219,2025-08-16,RENT PAYMENT NOV JONES,-65.37,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001220,2025-08-16,MCDONALD'S AUTUMNSTAD DE,-24.56,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN001221,2025-08-16,CVS PHARMACY BRIANMOUTH CA,-258.32,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN001222,2025-08-16,BROWN MNTHLY JUN,-86.82,Unknown,Unknown,Unknown,False,False,Unknown
TXN001223,2025-08-16,JOHNSON RENT JUL,-13.94,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001224,2025-08-17,PF *GYM YOUNGSIDE,-77.51,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001225,2025-08-17,WALGREENS WEST OK,-454.99,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001226,2025-08-18,ACH DEPOSIT GLOBAL INC SALARY,2069.32,Employer,Transfer,Income,True,True,Employer Salary
TXN001227,2025-08-18,MORTGAGE PAYMENT CHASE FEB,-66.9,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001228,2025-08-19,VERIZON RACHELLAND CA,-76.05,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN001229,2025-08-20,AT&T PAYMENT 86379,-31.96,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001230,2025-08-22,LOWES CLINELAND IN,-162.9,Unknown,Unknown,Unknown,False,False,Unknown
TXN001231,2025-08-23,ETSY INC DZV0SJ 46083,-342.02,Etsy,Card Online,Purchase,False,False,Etsy E-commerce
TXN001232,2025-08-25,APPLE STORE SAMUELSHIRE SC,-60.32,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001233,2025-08-26,CHIPOTLE PORT LA,-60.16,Chipotle,Card POS,Purchase,False,False,Chipotle Restaurant
